Replicate.Name,Compound.Name,Retention.Time,Area,Height,Background,Molecule.List,Precursor.Ion.Name,Sal
240108_Smp_40ppt_A,N-Methyl-L-glutamic acid,10.67,1152534,172300,0,S,Smp,40
240108_Smp_40ppt_B,N-Methyl-L-glutamic acid,10.65,1542637,215372,0,S,Smp,40
240108_Smp_40ppt_Blk,N-Methyl-L-glutamic acid,10.21,0,0,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,N-Methyltaurine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,N-Methyltaurine,6.71,35168,37698,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,N-Methyltaurine,9.11,171748336,12891585,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,N-Methyltaurine,8.59,421251840,29896510,226560,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,N-Methyltaurine,6.82,35370,26374,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,N-Methyltaurine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,N-Methyltaurine,8.79,367694176,12354798,16114602,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,N-Methyltaurine,8.53,489687808,13714047,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,N-Methyltaurine,6.92,33986,31690,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,N-Methyltaurine,7.03,35232,36592,0,S,Std,NA
240108_Poo_Syn_Full1,N-Methyltaurine,5.36,26169,20609,0,S,Poo,NA
240108_Poo_Syn_Full2,N-Methyltaurine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full3,N-Methyltaurine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,N-Methyltaurine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,N-Methyltaurine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half3,N-Methyltaurine,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,N-Methyltaurine,6.95,44737,42673,0,S,Smp,25
240108_Smp_25ppt_B,N-Methyltaurine,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_Blk,N-Methyltaurine,6.91,27916,28736,0,S,Smp,25
240108_Smp_30ppt_A,N-Methyltaurine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_B,N-Methyltaurine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_Blk,N-Methyltaurine,7.04,19305,13788,0,S,Smp,30
240108_Smp_35ppt_A,N-Methyltaurine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_B,N-Methyltaurine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_Blk,N-Methyltaurine,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,N-Methyltaurine,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_B,N-Methyltaurine,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_Blk,N-Methyltaurine,6.48,22158,12819,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,"N6,N6,N6-Trimethyl-L-lysine",16.7,0,0,0,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,"N6,N6,N6-Trimethyl-L-lysine",16.59,0,0,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,"N6,N6,N6-Trimethyl-L-lysine",16.77,1463212288,60603064,21560028,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,"N6,N6,N6-Trimethyl-L-lysine",17,889688512,36361384,12669798,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,"N6,N6,N6-Trimethyl-L-lysine",16.91,2906893,170506,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,"N6,N6,N6-Trimethyl-L-lysine",16.99,7626487,325830,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,"N6,N6,N6-Trimethyl-L-lysine",16.94,1007024448,42556720,7770039,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,"N6,N6,N6-Trimethyl-L-lysine",17.02,1274116736,52919900,15067516,S,Std,NA
240108_Std_H2OinSynMatrix_1,"N6,N6,N6-Trimethyl-L-lysine",16.94,3058236,153243,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,"N6,N6,N6-Trimethyl-L-lysine",17.01,4254007,199928,0,S,Std,NA
240108_Poo_Syn_Full1,"N6,N6,N6-Trimethyl-L-lysine",16.89,5358454,248702,0,S,Poo,NA
240108_Poo_Syn_Full2,"N6,N6,N6-Trimethyl-L-lysine",17.01,5220705,224561,0,S,Poo,NA
240108_Poo_Syn_Full3,"N6,N6,N6-Trimethyl-L-lysine",16.94,6771881,280508,0,S,Poo,NA
240108_Poo_Syn_Half1,"N6,N6,N6-Trimethyl-L-lysine",16.88,2274750,153813,0,S,Poo,NA
240108_Poo_Syn_Half2,"N6,N6,N6-Trimethyl-L-lysine",17.11,541783,93985,0,S,Poo,NA
240108_Poo_Syn_Half3,"N6,N6,N6-Trimethyl-L-lysine",16.99,3620114,178990,0,S,Poo,NA
240108_Smp_25ppt_A,"N6,N6,N6-Trimethyl-L-lysine",16.99,2801820,130356,0,S,Smp,25
240108_Smp_25ppt_B,"N6,N6,N6-Trimethyl-L-lysine",16.91,5288881,242048,0,S,Smp,25
240108_Smp_25ppt_Blk,"N6,N6,N6-Trimethyl-L-lysine",16.47,0,0,0,S,Smp,25
240108_Smp_30ppt_A,"N6,N6,N6-Trimethyl-L-lysine",17.01,2735587,128810,0,S,Smp,30
240108_Smp_30ppt_B,"N6,N6,N6-Trimethyl-L-lysine",17.06,5606202,301520,0,S,Smp,30
240108_Smp_30ppt_Blk,"N6,N6,N6-Trimethyl-L-lysine",16.77,0,0,0,S,Smp,30
240108_Smp_35ppt_A,"N6,N6,N6-Trimethyl-L-lysine",16.89,9880153,457719,0,S,Smp,35
240108_Smp_35ppt_B,"N6,N6,N6-Trimethyl-L-lysine",16.95,8576915,401209,0,S,Smp,35
240108_Smp_35ppt_Blk,"N6,N6,N6-Trimethyl-L-lysine",16.74,0,0,0,S,Smp,35
240108_Smp_40ppt_A,"N6,N6,N6-Trimethyl-L-lysine",16.94,8166833,339561,0,S,Smp,40
240108_Smp_40ppt_B,"N6,N6,N6-Trimethyl-L-lysine",16.88,8319643,408025,0,S,Smp,40
240108_Smp_40ppt_Blk,"N6,N6,N6-Trimethyl-L-lysine",16.74,0,0,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,N6-Acetyl-L-lysine,9.72,1071240064,79384592,8886839,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,N6-Acetyl-L-lysine,9.57,1642780928,116409128,20830644,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,N6-Acetyl-L-lysine,9.68,384360,64417,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,N6-Acetyl-L-lysine,9.58,1024688,93766,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,N6-Acetyl-L-lysine,9.79,749191104,52076372,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,N6-Acetyl-L-lysine,9.78,771239488,48281952,13841773,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,N6-Acetyl-L-lysine,9.6,58200,62400,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,N6-Acetyl-L-lysine,9.46,0,0,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,N6-Acetyl-L-lysine,9.72,55674,42308,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,N6-Acetyl-L-lysine,9.88,46013,47095,0,S,Std,NA
240108_Poo_Syn_Full1,N6-Acetyl-L-lysine,9.87,155702,56196,0,S,Poo,NA
240108_Poo_Syn_Full2,N6-Acetyl-L-lysine,9.55,44412,46052,0,S,Poo,NA
240108_Poo_Syn_Full3,N6-Acetyl-L-lysine,9.72,48369,39078,0,S,Poo,NA
240108_Poo_Syn_Half1,N6-Acetyl-L-lysine,9.58,83909,48822,0,S,Poo,NA
240108_Poo_Syn_Half2,N6-Acetyl-L-lysine,9.73,264084,56981,0,S,Poo,NA
240108_Poo_Syn_Half3,N6-Acetyl-L-lysine,9.45,0,0,0,S,Poo,NA
240108_Smp_25ppt_A,N6-Acetyl-L-lysine,9.6,251605,64871,0,S,Smp,25
240108_Smp_25ppt_B,N6-Acetyl-L-lysine,9.87,486670,78101,0,S,Smp,25
240108_Smp_25ppt_Blk,N6-Acetyl-L-lysine,9.55,111713,47294,43054,S,Smp,25
240108_Smp_30ppt_A,N6-Acetyl-L-lysine,9.67,95059,47682,0,S,Smp,30
240108_Smp_30ppt_B,N6-Acetyl-L-lysine,9.93,208767,49991,0,S,Smp,30
240108_Smp_30ppt_Blk,N6-Acetyl-L-lysine,9.37,0,0,0,S,Smp,30
240108_Smp_35ppt_A,N6-Acetyl-L-lysine,9.9,603279,85592,0,S,Smp,35
240108_Smp_35ppt_B,N6-Acetyl-L-lysine,9.86,521064,96337,0,S,Smp,35
240108_Smp_35ppt_Blk,N6-Acetyl-L-lysine,9.52,70796,40715,0,S,Smp,35
240108_Smp_40ppt_A,N6-Acetyl-L-lysine,9.49,58757,60625,0,S,Smp,40
240108_Smp_40ppt_B,N6-Acetyl-L-lysine,9.87,693207,119435,0,S,Smp,40
240108_Smp_40ppt_Blk,N6-Acetyl-L-lysine,9.52,0,0,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,N6-Methyladenine,4.34,1129235,84438,0,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,N6-Methyladenine,4.29,2653402,162345,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,N6-Methyladenine,3.52,10350058496,489705696,34323608,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,N6-Methyladenine,3.49,18729275392,870325056,103656232,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,N6-Methyladenine,4.16,1855518,168156,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,N6-Methyladenine,3.97,523846,332258,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,N6-Methyladenine,3.53,18161248256,841604416,211953520,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,N6-Methyladenine,3.51,19748251648,902363328,187887584,S,Std,NA
240108_Std_H2OinSynMatrix_1,N6-Methyladenine,4.02,91468,37344,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,N6-Methyladenine,3.66,91416,91694,0,S,Std,NA
240108_Poo_Syn_Full1,N6-Methyladenine,4.12,172422,41958,0,S,Poo,NA
240108_Poo_Syn_Full2,N6-Methyladenine,3.71,152158,94626,0,S,Poo,NA
240108_Poo_Syn_Full3,N6-Methyladenine,3.97,28748,18019,0,S,Poo,NA
240108_Poo_Syn_Half1,N6-Methyladenine,4.01,67234,20826,0,S,Poo,NA
240108_Poo_Syn_Half2,N6-Methyladenine,3.99,25370,22425,0,S,Poo,NA
240108_Poo_Syn_Half3,N6-Methyladenine,4.14,85525,22542,0,S,Poo,NA
240108_Smp_25ppt_A,N6-Methyladenine,4.15,647643,435437,0,S,Smp,25
240108_Smp_25ppt_B,N6-Methyladenine,4.24,221269,152929,0,S,Smp,25
240108_Smp_25ppt_Blk,N6-Methyladenine,4.11,28352,28353,0,S,Smp,25
240108_Smp_30ppt_A,N6-Methyladenine,4.23,234190,38111,0,S,Smp,30
240108_Smp_30ppt_B,N6-Methyladenine,4.23,260923,114661,0,S,Smp,30
240108_Smp_30ppt_Blk,N6-Methyladenine,4.05,26977,28968,0,S,Smp,30
240108_Smp_35ppt_A,N6-Methyladenine,4.05,325023,63668,0,S,Smp,35
240108_Smp_35ppt_B,N6-Methyladenine,4.08,289785,131692,0,S,Smp,35
240108_Smp_35ppt_Blk,N6-Methyladenine,3.82,165809,153049,0,S,Smp,35
240108_Smp_40ppt_A,N6-Methyladenine,4.23,135658,38492,0,S,Smp,40
240108_Smp_40ppt_B,N6-Methyladenine,4.11,128394,39178,0,S,Smp,40
240108_Smp_40ppt_Blk,N6-Methyladenine,3.98,8513,9057,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,O-Acetyl-L-serine,7.39,8873171,522001,0,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,O-Acetyl-L-serine,6.88,31566804,2234776,8434960,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,O-Acetyl-L-serine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,O-Acetyl-L-serine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,O-Acetyl-L-serine,6.82,38490360,1512897,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,O-Acetyl-L-serine,6.63,48636980,2003598,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,O-Acetyl-L-serine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,O-Acetyl-L-serine,5.56,432808,66113,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,O-Acetyl-L-serine,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,O-Acetyl-L-serine,5.46,388197,50054,0,S,Std,NA
240108_Poo_Syn_Full1,O-Acetyl-L-serine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,O-Acetyl-L-serine,5.52,444174,93643,0,S,Poo,NA
240108_Poo_Syn_Full3,O-Acetyl-L-serine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,O-Acetyl-L-serine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,O-Acetyl-L-serine,5.4,157863,31032,0,S,Poo,NA
240108_Poo_Syn_Half3,O-Acetyl-L-serine,5.28,132830,41283,0,S,Poo,NA
240108_Smp_25ppt_A,O-Acetyl-L-serine,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_B,O-Acetyl-L-serine,6.54,247110,62210,0,S,Smp,25
240108_Smp_25ppt_Blk,O-Acetyl-L-serine,6.26,0,0,0,S,Smp,25
240108_Smp_30ppt_A,O-Acetyl-L-serine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_B,O-Acetyl-L-serine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_Blk,O-Acetyl-L-serine,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,O-Acetyl-L-serine,5.54,1412260,115171,0,S,Smp,35
240108_Smp_35ppt_B,O-Acetyl-L-serine,5.54,918793,102062,0,S,Smp,35
240108_Smp_35ppt_Blk,O-Acetyl-L-serine,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,O-Acetyl-L-serine,5.56,880596,103703,0,S,Smp,40
240108_Smp_40ppt_B,O-Acetyl-L-serine,5.5,782630,96657,0,S,Smp,40
240108_Smp_40ppt_Blk,O-Acetyl-L-serine,NA,NA,NA,NA,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,O-Acetylcarnitine,7.85,7662165504,417190176,91034088,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,O-Acetylcarnitine,7.85,12630193152,662777088,103927704,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,O-Acetylcarnitine,7.88,15532541,829380,430529,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,O-Acetylcarnitine,7.85,20528020,1223190,167191,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,O-Acetylcarnitine,7.86,10137114624,491879552,103953816,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,O-Acetylcarnitine,7.87,10363106304,479048320,110699688,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,O-Acetylcarnitine,7.88,2726450,1183193,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,O-Acetylcarnitine,7.92,3618549,936424,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,O-Acetylcarnitine,7.62,0,0,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,O-Acetylcarnitine,7.29,222881,89460,0,S,Std,NA
240108_Poo_Syn_Full1,O-Acetylcarnitine,7.32,221601,160349,0,S,Poo,NA
240108_Poo_Syn_Full2,O-Acetylcarnitine,7.26,64309,40538,0,S,Poo,NA
240108_Poo_Syn_Full3,O-Acetylcarnitine,7.1,218983,207009,0,S,Poo,NA
240108_Poo_Syn_Half1,O-Acetylcarnitine,7.27,319156,65203,0,S,Poo,NA
240108_Poo_Syn_Half2,O-Acetylcarnitine,7.47,52255,35203,0,S,Poo,NA
240108_Poo_Syn_Half3,O-Acetylcarnitine,7.23,127945,67597,0,S,Poo,NA
240108_Smp_25ppt_A,O-Acetylcarnitine,7.32,586819,91666,0,S,Smp,25
240108_Smp_25ppt_B,O-Acetylcarnitine,7.5,159305,76904,0,S,Smp,25
240108_Smp_25ppt_Blk,O-Acetylcarnitine,7.43,478286,123053,0,S,Smp,25
240108_Smp_30ppt_A,O-Acetylcarnitine,7.41,171050,73736,0,S,Smp,30
240108_Smp_30ppt_B,O-Acetylcarnitine,7.32,484754,87698,0,S,Smp,30
240108_Smp_30ppt_Blk,O-Acetylcarnitine,7.44,153273,99767,0,S,Smp,30
240108_Smp_35ppt_A,O-Acetylcarnitine,7.07,244390,98240,0,S,Smp,35
240108_Smp_35ppt_B,O-Acetylcarnitine,7.33,156515,87398,0,S,Smp,35
240108_Smp_35ppt_Blk,O-Acetylcarnitine,7.21,339783,67831,0,S,Smp,35
240108_Smp_40ppt_A,O-Acetylcarnitine,7.14,114324,107593,0,S,Smp,40
240108_Smp_40ppt_B,O-Acetylcarnitine,7.24,109376,98922,0,S,Smp,40
240108_Smp_40ppt_Blk,O-Acetylcarnitine,7.21,320637,68378,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,O-Methylmalonyl-L-carnitine,10.03,5472416256,270992928,69161296,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,O-Methylmalonyl-L-carnitine,9.72,8466559488,421409664,72644968,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,O-Methylmalonyl-L-carnitine,9.96,5315360256,322524416,84334552,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,O-Methylmalonyl-L-carnitine,9.89,5828420096,323423424,86802112,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_1,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Std,NA
240108_Poo_Syn_Full1,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full3,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half3,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_B,O-Methylmalonyl-L-carnitine,9.41,43772,31276,0,S,Smp,25
240108_Smp_25ppt_Blk,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,25
240108_Smp_30ppt_A,O-Methylmalonyl-L-carnitine,9.25,66866,52815,0,S,Smp,30
240108_Smp_30ppt_B,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_Blk,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_B,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_Blk,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_B,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_Blk,O-Methylmalonyl-L-carnitine,NA,NA,NA,NA,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,O-Propionylcarnitine,6.53,5240393728,158265424,48916832,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,O-Propionylcarnitine,6.54,8545668096,252949216,83946280,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,O-Propionylcarnitine,5.56,203907,46825,373623,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,O-Propionylcarnitine,5.58,81274,31630,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,O-Propionylcarnitine,6.53,7627322368,249716128,107727320,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,O-Propionylcarnitine,6.57,7874156544,267551008,132437120,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,O-Propionylcarnitine,5.34,320980,146609,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,O-Propionylcarnitine,5.57,127558,36374,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,O-Propionylcarnitine,5.45,300023,156201,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,O-Propionylcarnitine,5.55,109826,72026,0,S,Std,NA
240108_Poo_Syn_Full1,O-Propionylcarnitine,5.26,85200,34521,0,S,Poo,NA
240108_Poo_Syn_Full2,O-Propionylcarnitine,5.37,76890,51215,0,S,Poo,NA
240108_Poo_Syn_Full3,O-Propionylcarnitine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,O-Propionylcarnitine,5.12,254203,134343,0,S,Poo,NA
240108_Poo_Syn_Half2,O-Propionylcarnitine,5.46,303587,185876,0,S,Poo,NA
240108_Poo_Syn_Half3,O-Propionylcarnitine,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,O-Propionylcarnitine,5.39,149438,83288,0,S,Smp,25
240108_Smp_25ppt_B,O-Propionylcarnitine,5.42,238392,115090,0,S,Smp,25
240108_Smp_25ppt_Blk,O-Propionylcarnitine,5.35,58818,20593,0,S,Smp,25
240108_Smp_30ppt_A,O-Propionylcarnitine,5.28,95465,54108,0,S,Smp,30
240108_Smp_30ppt_B,O-Propionylcarnitine,5.48,235940,150377,0,S,Smp,30
240108_Smp_30ppt_Blk,O-Propionylcarnitine,5.72,115526,22963,0,S,Smp,30
240108_Smp_35ppt_A,O-Propionylcarnitine,5.4,115706,85891,0,S,Smp,35
240108_Smp_35ppt_B,O-Propionylcarnitine,5.46,31419,33162,0,S,Smp,35
240108_Smp_35ppt_Blk,O-Propionylcarnitine,5.59,89702,29356,0,S,Smp,35
240108_Smp_40ppt_A,O-Propionylcarnitine,5.47,24713,25808,0,S,Smp,40
240108_Smp_40ppt_B,O-Propionylcarnitine,5.35,227362,57429,0,S,Smp,40
240108_Smp_40ppt_Blk,O-Propionylcarnitine,5.53,117065,55393,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,O-Succinylhomoserine,11.22,180521104,11974765,294387,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,O-Succinylhomoserine,10.93,320271392,18506228,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,O-Succinylhomoserine,11.78,38222,24315,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,O-Succinylhomoserine,11.39,0,0,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,O-Succinylhomoserine,11.04,278649056,28697208,2281221,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,O-Succinylhomoserine,10.93,401446400,40252216,1910061,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,O-Succinylhomoserine,11.59,727331,105224,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,O-Succinylhomoserine,11.45,469688,121374,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,O-Succinylhomoserine,11.56,519772,86484,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,O-Succinylhomoserine,11.45,497945,101051,355218,S,Std,NA
240108_Poo_Syn_Full1,O-Succinylhomoserine,11.51,1123819,132908,0,S,Poo,NA
240108_Poo_Syn_Full2,O-Succinylhomoserine,11.54,924184,153499,0,S,Poo,NA
240108_Poo_Syn_Full3,O-Succinylhomoserine,11.48,1242919,198054,0,S,Poo,NA
240108_Poo_Syn_Half1,O-Succinylhomoserine,11.57,318387,63721,0,S,Poo,NA
240108_Poo_Syn_Half2,O-Succinylhomoserine,11.45,364739,66573,0,S,Poo,NA
240108_Poo_Syn_Half3,O-Succinylhomoserine,11.5,635534,92545,0,S,Poo,NA
240108_Smp_25ppt_A,O-Succinylhomoserine,11.65,742987,129905,0,S,Smp,25
240108_Smp_25ppt_B,O-Succinylhomoserine,11.69,1601391,205046,0,S,Smp,25
240108_Smp_25ppt_Blk,O-Succinylhomoserine,11.33,0,0,0,S,Smp,25
240108_Smp_30ppt_A,O-Succinylhomoserine,11.53,951628,153449,0,S,Smp,30
240108_Smp_30ppt_B,O-Succinylhomoserine,11.57,1667339,181446,0,S,Smp,30
240108_Smp_30ppt_Blk,O-Succinylhomoserine,11.19,0,0,0,S,Smp,30
240108_Smp_35ppt_A,O-Succinylhomoserine,11.54,2548817,270286,0,S,Smp,35
240108_Smp_35ppt_B,O-Succinylhomoserine,11.54,1940619,281364,0,S,Smp,35
240108_Smp_35ppt_Blk,O-Succinylhomoserine,11.6,0,0,0,S,Smp,35
240108_Smp_40ppt_A,O-Succinylhomoserine,11.54,579498,121013,0,S,Smp,40
240108_Smp_40ppt_B,O-Succinylhomoserine,11.54,911863,143956,0,S,Smp,40
240108_Smp_40ppt_Blk,O-Succinylhomoserine,11.6,0,0,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Ophthalmic acid,11.25,131607552,8651242,1537816,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Ophthalmic acid,10.98,249951680,14789236,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Ophthalmic acid,10.75,0,0,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Ophthalmic acid,10.58,0,0,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Ophthalmic acid,11.04,225467344,20270484,2480519,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Ophthalmic acid,10.91,314273664,29507216,4836458,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Ophthalmic acid,11.04,11734470,834881,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Ophthalmic acid,10.94,15843803,1245562,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,Ophthalmic acid,11.04,10529700,790223,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,Ophthalmic acid,10.95,16987684,1195431,0,S,Std,NA
240108_Poo_Syn_Full1,Ophthalmic acid,11.12,17171336,1290957,0,S,Poo,NA
